,id,product,chosen,featured,price,yogurt 1,yogurt 2,yogurt 3
92,93,1,0,0,0.103,1,0,0
93,94,1,0,0,0.103,1,0,0
94,95,1,0,0,0.103,1,0,0
95,96,1,0,0,0.103,1,0,0
96,97,1,0,0,0.125,1,0,0
97,98,1,0,0,0.125,1,0,0
98,99,1,1,0,0.02,1,0,0
99,100,1,0,0,0.103,1,0,0
100,101,1,0,0,0.103,1,0,0
101,102,1,1,0,0.108,1,0,0
102,103,1,1,0,0.108,1,0,0
103,104,1,0,0,0.108,1,0,0
104,105,1,0,0,0.108,1,0,0
105,106,1,0,0,0.108,1,0,0
106,107,1,1,0,0.108,1,0,0
107,108,1,0,0,0.115,1,0,0
108,109,1,0,0,0.108,1,0,0
109,110,1,1,0,0.108,1,0,0
110,111,1,1,0,0.108,1,0,0
111,112,1,0,0,0.103,1,0,0
112,113,1,0,0,0.103,1,0,0
113,114,1,0,0,0.103,1,0,0
114,115,1,0,0,0.103,1,0,0
115,116,1,0,0,0.125,1,0,0
116,117,1,0,0,0.125,1,0,0
117,118,1,0,0,0.103,1,0,0
118,119,1,0,0,0.103,1,0,0
119,120,1,0,0,0.103,1,0,0
120,121,1,0,0,0.103,1,0,0
121,122,1,0,0,0.125,1,0,0
122,123,1,0,0,0.108,1,0,0
123,124,1,0,0,0.103,1,0,0
124,125,1,0,0,0.103,1,0,0
125,126,1,0,0,0.103,1,0,0
126,127,1,0,0,0.103,1,0,0
127,128,1,0,0,0.103,1,0,0
128,129,1,0,0,0.103,1,0,0
129,130,1,0,0,0.108,1,0,0
130,131,1,0,0,0.122,1,0,0
131,132,1,0,0,0.108,1,0,0
132,133,1,0,0,0.055,1,0,0
133,134,1,0,0,0.055,1,0,0
134,135,1,0,0,0.108,1,0,0
135,136,1,0,0,0.088,1,0,0
136,137,1,0,0,0.115,1,0,0
137,138,1,0,0,0.115,1,0,0
138,139,1,0,0,0.115,1,0,0
139,140,1,0,0,0.115,1,0,0
140,141,1,0,0,0.108,1,0,0
141,142,1,0,0,0.108,1,0,0
142,143,1,0,0,0.115,1,0,0
143,144,1,1,0,0.115,1,0,0
144,145,1,0,0,0.108,1,0,0
145,146,1,1,0,0.115,1,0,0
146,147,1,1,0,0.115,1,0,0
147,148,1,1,0,0.108,1,0,0
148,149,1,1,0,0.108,1,0,0
149,150,1,1,0,0.108,1,0,0
150,151,1,1,0,0.022,1,0,0
151,152,1,1,0,0.122,1,0,0
152,153,1,1,0,0.122,1,0,0
153,154,1,1,0,0.122,1,0,0
154,155,1,1,0,0.122,1,0,0
155,156,1,0,0,0.122,1,0,0
156,157,1,1,0,0.122,1,0,0
157,158,1,1,0,0.122,1,0,0
158,159,1,1,0,0.122,1,0,0
159,160,1,1,0,0.122,1,0,0
160,161,1,1,0,0.122,1,0,0
161,162,1,1,0,0.122,1,0,0
162,163,1,1,0,0.122,1,0,0
163,164,1,0,0,0.103,1,0,0
164,165,1,0,0,0.103,1,0,0
165,166,1,0,0,0.103,1,0,0
166,167,1,0,0,0.103,1,0,0
167,168,1,0,0,0.103,1,0,0
168,169,1,0,0,0.115,1,0,0
169,170,1,0,0,0.108,1,0,0
170,171,1,0,0,0.108,1,0,0
171,172,1,0,0,0.108,1,0,0
172,173,1,0,0,0.057,1,0,0
173,174,1,0,0,0.115,1,0,0
174,175,1,0,0,0.115,1,0,0
175,176,1,0,0,0.115,1,0,0
176,177,1,0,0,0.115,1,0,0
177,178,1,0,0,0.11,1,0,0
178,179,1,0,0,0.11,1,0,0
179,180,1,1,0,0.108,1,0,0
180,181,1,1,0,0.108,1,0,0
181,182,1,0,0,0.11,1,0,0
182,183,1,0,0,0.11,1,0,0
183,184,1,0,0,0.11,1,0,0
184,185,1,0,0,0.11,1,0,0
185,186,1,0,0,0.11,1,0,0
186,187,1,0,0,0.11,1,0,0
187,188,1,0,0,0.103,1,0,0
188,189,1,0,0,0.116,1,0,0
189,190,1,0,0,0.108,1,0,0
190,191,1,0,0,0.108,1,0,0
191,192,1,0,0,0.108,1,0,0
192,193,1,0,0,0.108,1,0,0
193,194,1,0,0,0.109,1,0,0
194,195,1,0,0,0.108,1,0,0
195,196,1,0,0,0.108,1,0,0
196,197,1,0,0,0.103,1,0,0
197,198,1,0,0,0.103,1,0,0
198,199,1,0,0,0.103,1,0,0
199,200,1,0,0,0.103,1,0,0
200,201,1,1,0,0.037,1,0,0
201,202,1,1,0,0.097999997,1,0,0
202,203,1,1,0,0.103,1,0,0
203,204,1,1,0,0.103,1,0,0
204,205,1,1,0,0.103,1,0,0
205,206,1,0,0,0.115,1,0,0
206,207,1,1,0,0.008,1,0,0
207,208,1,1,0,0.108,1,0,0
208,209,1,1,0,0.108,1,0,0
209,210,1,1,0,0.108,1,0,0
210,211,1,1,0,0.108,1,0,0
211,212,1,1,0,0.108,1,0,0
212,213,1,1,0,0.108,1,0,0
213,214,1,1,0,0.108,1,0,0
214,215,1,1,0,0.108,1,0,0
215,216,1,1,0,0.108,1,0,0
216,217,1,1,0,0.108,1,0,0
217,218,1,1,0,0.108,1,0,0
218,219,1,1,0,0.108,1,0,0
219,220,1,0,0,0.125,1,0,0
220,221,1,0,0,0.125,1,0,0
221,222,1,0,0,0.103,1,0,0
222,223,1,0,0,0.103,1,0,0
223,224,1,1,0,0.103,1,0,0
224,225,1,0,0,0.103,1,0,0
225,226,1,1,0,0.103,1,0,0
226,227,1,0,0,0.103,1,0,0
227,228,1,0,0,0.103,1,0,0
228,229,1,1,0,0.103,1,0,0
229,230,1,1,0,0.103,1,0,0
230,231,1,1,0,0.103,1,0,0
231,232,1,1,0,0.103,1,0,0
232,233,1,1,0,0.103,1,0,0
233,234,1,1,0,0.103,1,0,0
234,235,1,1,0,0.103,1,0,0
235,236,1,1,0,0.103,1,0,0
236,237,1,1,0,0.103,1,0,0
237,238,1,1,0,0.103,1,0,0
238,239,1,0,0,0.103,1,0,0
239,240,1,1,0,0.061999999,1,0,0
240,241,1,0,0,0.103,1,0,0
241,242,1,0,0,0.103,1,0,0
242,243,1,0,0,0.103,1,0,0
243,244,1,0,0,0.103,1,0,0
244,245,1,0,0,0.103,1,0,0
245,246,1,0,0,0.103,1,0,0
246,247,1,0,0,0.103,1,0,0
247,248,1,0,0,0.103,1,0,0
248,249,1,0,0,0.103,1,0,0
249,250,1,0,0,0.103,1,0,0
250,251,1,0,0,0.103,1,0,0
251,252,1,0,0,0.103,1,0,0
252,253,1,0,0,0.103,1,0,0
253,254,1,0,0,0.103,1,0,0
254,255,1,0,0,0.103,1,0,0
255,256,1,0,0,0.103,1,0,0
256,257,1,0,0,0.103,1,0,0
257,258,1,0,0,0.103,1,0,0
258,259,1,0,0,0.103,1,0,0
259,260,1,0,0,0.103,1,0,0
260,261,1,0,0,0.103,1,0,0
261,262,1,0,0,0.103,1,0,0
262,263,1,0,0,0.103,1,0,0
263,264,1,0,0,0.103,1,0,0
264,265,1,0,0,0.103,1,0,0
265,266,1,0,0,0.103,1,0,0
266,267,1,0,0,0.103,1,0,0
267,268,1,0,0,0.103,1,0,0
268,269,1,0,0,0.103,1,0,0
269,270,1,0,0,0.103,1,0,0
270,271,1,0,0,0.103,1,0,0
271,272,1,0,0,0.103,1,0,0
272,273,1,0,0,0.103,1,0,0
273,274,1,0,0,0.103,1,0,0
274,275,1,0,0,0.103,1,0,0
275,276,1,0,0,0.103,1,0,0
276,277,1,0,0,0.103,1,0,0
277,278,1,0,0,0.103,1,0,0
278,279,1,0,0,0.193,1,0,0
279,280,1,0,0,0.193,1,0,0
280,281,1,0,0,0.108,1,0,0
281,282,1,0,0,0.115,1,0,0
282,283,1,0,0,0.115,1,0,0
283,284,1,0,0,0.115,1,0,0
284,285,1,0,0,0.115,1,0,0
285,286,1,0,0,0.115,1,0,0
286,287,1,0,0,0.115,1,0,0
287,288,1,0,0,0.115,1,0,0
288,289,1,0,0,0.115,1,0,0
289,290,1,0,0,0.115,1,0,0
290,291,1,0,0,0.115,1,0,0
291,292,1,0,0,0.115,1,0,0
292,293,1,0,0,0.115,1,0,0
293,294,1,0,0,0.115,1,0,0
294,295,1,0,0,0.115,1,0,0
295,296,1,1,0,0.115,1,0,0
296,297,1,1,0,0.115,1,0,0
297,298,1,0,0,0.11,1,0,0
298,299,1,0,0,0.115,1,0,0
299,300,1,0,0,0.115,1,0,0
300,301,1,0,0,0.115,1,0,0
301,302,1,0,0,0.115,1,0,0
302,303,1,0,0,0.115,1,0,0
303,304,1,0,0,0.115,1,0,0
304,305,1,0,1,0.090999998,1,0,0
305,306,1,0,0,0.115,1,0,0
306,307,1,0,0,0.115,1,0,0
307,308,1,0,0,0.115,1,0,0
308,309,1,0,0,0.115,1,0,0
309,310,1,0,1,0.086999997,1,0,0
310,311,1,0,1,0.086999997,1,0,0
311,312,1,0,1,0.086999997,1,0,0
312,313,1,0,0,0.107,1,0,0
313,314,1,0,0,0.107,1,0,0
314,315,1,0,0,0.108,1,0,0
315,316,1,0,0,0.108,1,0,0
316,317,1,0,0,0.108,1,0,0
317,318,1,0,0,0.108,1,0,0
318,319,1,0,0,0.108,1,0,0
319,320,1,0,0,0.108,1,0,0
320,321,1,0,0,0.108,1,0,0
321,322,1,0,0,0.108,1,0,0
322,323,1,0,0,0.108,1,0,0
323,324,1,0,0,0.108,1,0,0
324,325,1,0,0,0.108,1,0,0
325,326,1,0,0,0.108,1,0,0
326,327,1,0,0,0.108,1,0,0
327,328,1,0,0,0.108,1,0,0
328,329,1,0,0,0.108,1,0,0
329,330,1,0,0,0.108,1,0,0
330,331,1,0,0,0.108,1,0,0
331,332,1,0,0,0.108,1,0,0
332,333,1,0,0,0.108,1,0,0
333,334,1,0,0,0.108,1,0,0
334,335,1,0,0,0.108,1,0,0
335,336,1,0,0,0.108,1,0,0
336,337,1,0,1,0.108,1,0,0
337,338,1,0,0,0.122,1,0,0
338,339,1,1,1,0.108,1,0,0
339,340,1,1,0,0.108,1,0,0
340,341,1,1,0,0.108,1,0,0
341,342,1,1,0,0.108,1,0,0
342,343,1,1,0,0.108,1,0,0
343,344,1,1,0,0.108,1,0,0
344,345,1,1,0,0.108,1,0,0
345,346,1,1,0,0.108,1,0,0
346,347,1,1,0,0.108,1,0,0
347,348,1,1,0,0.108,1,0,0
348,349,1,1,0,0.122,1,0,0
349,350,1,1,1,0.025,1,0,0
350,351,1,1,1,0.108,1,0,0
351,352,1,1,1,0.108,1,0,0
352,353,1,0,0,0.108,1,0,0
353,354,1,0,0,0.108,1,0,0
354,355,1,1,0,0.108,1,0,0
355,356,1,1,0,0.108,1,0,0
356,357,1,0,0,0.122,1,0,0
357,358,1,1,0,0.122,1,0,0
358,359,1,1,0,0.122,1,0,0
359,360,1,0,0,0.122,1,0,0
360,361,1,1,1,0.122,1,0,0
361,362,1,1,0,0.122,1,0,0
362,363,1,1,0,0.122,1,0,0
363,364,1,0,0,0.122,1,0,0
364,365,1,0,0,0.122,1,0,0
365,366,1,1,0,0.122,1,0,0
366,367,1,0,0,0.122,1,0,0
367,368,1,0,0,0.122,1,0,0
368,369,1,1,0,0.122,1,0,0
369,370,1,0,0,0.118,1,0,0
370,371,1,1,0,0.122,1,0,0
371,372,1,0,0,0.115,1,0,0
372,373,1,0,0,0.115,1,0,0
373,374,1,0,0,0.082999997,1,0,0
374,375,1,0,0,0.082999997,1,0,0
375,376,1,0,0,0.115,1,0,0
376,377,1,1,0,0.115,1,0,0
377,378,1,0,0,0.115,1,0,0
378,379,1,0,0,0.115,1,0,0
379,380,1,1,0,0.115,1,0,0
380,381,1,0,0,0.115,1,0,0
381,382,1,1,0,0.115,1,0,0
382,383,1,1,0,0.115,1,0,0
383,384,1,1,0,0.115,1,0,0
384,385,1,1,0,0.115,1,0,0
385,386,1,1,0,0.115,1,0,0
386,387,1,0,0,0.115,1,0,0
387,388,1,0,0,0.115,1,0,0
388,389,1,0,0,0.115,1,0,0
389,390,1,0,1,0.115,1,0,0
390,391,1,0,1,0.115,1,0,0
391,392,1,0,1,0.115,1,0,0
392,393,1,0,1,0.115,1,0,0
393,394,1,1,1,0.082999997,1,0,0
394,395,1,1,1,0.082999997,1,0,0
395,396,1,1,1,0.082999997,1,0,0
396,397,1,0,0,0.115,1,0,0
397,398,1,0,0,0.115,1,0,0
398,399,1,0,0,0.057,1,0,0
399,400,1,0,0,0.115,1,0,0
400,401,1,0,0,0.057,1,0,0
401,402,1,0,0,0.057,1,0,0
402,403,1,0,0,0.088,1,0,0
403,404,1,0,0,0.082999997,1,0,0
404,405,1,0,0,0.103,1,0,0
405,406,1,0,0,0.115,1,0,0
406,407,1,0,0,0.122,1,0,0
407,408,1,0,0,0.108,1,0,0
408,409,1,0,0,0.108,1,0,0
409,410,1,0,0,0.108,1,0,0
410,411,1,0,0,0.108,1,0,0
411,412,1,0,0,0.108,1,0,0
412,413,1,0,0,0.115,1,0,0
413,414,1,1,0,0.108,1,0,0
414,415,1,0,0,0.108,1,0,0
415,416,1,0,1,0.090999998,1,0,0
416,417,1,0,1,0.090999998,1,0,0
417,418,1,0,1,0.090999998,1,0,0
418,419,1,1,0,0.122,1,0,0
419,420,1,0,0,0.122,1,0,0
420,421,1,0,0,0.122,1,0,0
421,422,1,0,0,0.122,1,0,0
422,423,1,1,0,0.122,1,0,0
423,424,1,1,0,0.122,1,0,0
424,425,1,1,1,0.122,1,0,0
425,426,1,1,1,0.122,1,0,0
426,427,1,0,1,0.122,1,0,0
427,428,1,0,0,0.122,1,0,0
428,429,1,1,0,0.122,1,0,0
429,430,1,1,0,0.122,1,0,0
430,431,1,1,0,0.122,1,0,0
431,432,1,1,0,0.122,1,0,0
432,433,1,1,0,0.122,1,0,0
433,434,1,1,0,0.122,1,0,0
434,435,1,1,0,0.122,1,0,0
435,436,1,0,0,0.122,1,0,0
436,437,1,1,0,0.122,1,0,0
437,438,1,1,0,0.122,1,0,0
438,439,1,0,0,0.122,1,0,0
439,440,1,0,0,0.122,1,0,0
440,441,1,1,0,0.122,1,0,0
441,442,1,1,0,0.122,1,0,0
442,443,1,0,0,0.122,1,0,0
443,444,1,1,0,0.122,1,0,0
444,445,1,0,0,0.122,1,0,0
445,446,1,1,0,0.122,1,0,0
446,447,1,0,0,0.122,1,0,0
447,448,1,1,0,0.122,1,0,0
448,449,1,1,0,0.122,1,0,0
449,450,1,1,0,0.122,1,0,0
450,451,1,1,0,0.122,1,0,0
451,452,1,0,0,0.122,1,0,0
452,453,1,1,0,0.122,1,0,0
453,454,1,1,0,0.122,1,0,0
454,455,1,0,0,0.108,1,0,0
455,456,1,0,0,0.108,1,0,0
456,457,1,0,0,0.108,1,0,0
457,458,1,1,0,0.115,1,0,0
458,459,1,1,0,0.115,1,0,0
459,460,1,0,0,0.125,1,0,0
460,461,1,0,0,0.125,1,0,0
461,462,1,0,0,0.125,1,0,0
462,463,1,0,0,0.097999997,1,0,0
463,464,1,0,0,0.097999997,1,0,0
464,465,1,0,0,0.097999997,1,0,0
465,466,1,0,0,0.097999997,1,0,0
466,467,1,0,0,0.125,1,0,0
467,468,1,0,0,0.125,1,0,0
468,469,1,0,0,0.125,1,0,0
469,470,1,0,0,0.125,1,0,0
470,471,1,1,0,-0.002,1,0,0
471,472,1,1,0,-0.002,1,0,0
472,473,1,1,0,0.097999997,1,0,0
473,474,1,0,0,0.11,1,0,0
474,475,1,0,0,0.11,1,0,0
475,476,1,0,0,0.125,1,0,0
476,477,1,0,0,0.125,1,0,0
477,478,1,0,0,0.103,1,0,0
478,479,1,0,0,0.103,1,0,0
479,480,1,0,0,0.103,1,0,0
480,481,1,0,0,0.097999997,1,0,0
481,482,1,1,0,0.103,1,0,0
482,483,1,0,0,0.103,1,0,0
483,484,1,0,0,0.103,1,0,0
484,485,1,0,0,0.108,1,0,0
485,486,1,0,0,0.108,1,0,0
486,487,1,0,0,0.108,1,0,0
487,488,1,0,0,0.115,1,0,0
488,489,1,0,0,0.115,1,0,0
489,490,1,1,0,0.115,1,0,0
490,491,1,0,0,0.115,1,0,0
491,492,1,0,0,0.115,1,0,0
492,493,1,0,0,0.115,1,0,0
493,494,1,0,0,0.115,1,0,0
494,495,1,0,0,0.115,1,0,0
495,496,1,0,1,0.115,1,0,0
496,497,1,0,0,0.115,1,0,0
497,498,1,0,0,0.115,1,0,0
498,499,1,0,0,0.108,1,0,0
499,500,1,0,0,0.108,1,0,0
500,501,1,0,0,0.108,1,0,0
501,502,1,0,0,0.108,1,0,0
502,503,1,0,0,0.108,1,0,0
503,504,1,0,1,0.108,1,0,0
504,505,1,0,1,0.108,1,0,0
505,506,1,0,0,0.108,1,0,0
506,507,1,0,0,0.108,1,0,0
507,508,1,0,0,0.108,1,0,0
508,509,1,0,1,0.082999997,1,0,0
509,510,1,0,0,0.122,1,0,0
510,511,1,0,0,0.122,1,0,0
511,512,1,0,0,0.122,1,0,0
512,513,1,0,0,0.085000001,1,0,0
513,514,1,0,0,0.085000001,1,0,0
514,515,1,0,0,0.122,1,0,0
515,516,1,0,0,0.082999997,1,0,0
516,517,1,0,0,0.082999997,1,0,0
517,518,1,0,0,0.112,1,0,0
518,519,1,0,0,0.115,1,0,0
519,520,1,0,0,0.115,1,0,0
520,521,1,0,0,0.115,1,0,0
521,522,1,0,0,0.115,1,0,0
522,523,1,0,0,0.115,1,0,0
523,524,1,0,0,0.115,1,0,0
524,525,1,0,1,0.115,1,0,0
525,526,1,0,1,0.115,1,0,0
526,527,1,0,0,0.071999997,1,0,0
527,528,1,0,0,0.115,1,0,0
528,529,1,0,0,0.115,1,0,0
529,530,1,1,0,0.01,1,0,0
530,531,1,1,0,0.0,1,0,0
531,532,1,1,0,0.108,1,0,0
532,533,1,1,0,0.067000002,1,0,0
533,534,1,1,0,0.07,1,0,0
534,535,1,1,0,0.07,1,0,0
535,536,1,1,0,0.074000001,1,0,0
536,537,1,1,0,0.074000001,1,0,0
537,538,1,1,0,0.039999999,1,0,0
538,539,1,1,0,0.039999999,1,0,0
539,540,1,0,0,0.108,1,0,0
540,541,1,1,0,0.0,1,0,0
541,542,1,1,0,0.0,1,0,0
542,543,1,1,0,0.0,1,0,0
543,544,1,1,0,0.0,1,0,0
544,545,1,1,0,0.0,1,0,0
545,546,1,1,0,0.07,1,0,0
546,547,1,1,0,0.07,1,0,0
547,548,1,1,0,0.0,1,0,0
548,549,1,1,0,0.108,1,0,0
549,550,1,1,0,0.0,1,0,0
550,551,1,1,0,0.108,1,0,0
551,552,1,1,0,0.112,1,0,0
552,553,1,1,0,0.025,1,0,0
553,554,1,1,0,0.108,1,0,0
554,555,1,0,0,0.115,1,0,0
555,556,1,1,0,0.067000002,1,0,0
556,557,1,0,0,0.112,1,0,0
557,558,1,0,0,0.112,1,0,0
558,559,1,0,0,0.112,1,0,0
559,560,1,1,0,0.108,1,0,0
560,561,1,1,0,0.057999998,1,0,0
561,562,1,1,0,0.108,1,0,0
562,563,1,0,1,0.108,1,0,0
563,564,1,0,0,0.132,1,0,0
564,565,1,0,0,0.108,1,0,0
565,566,1,0,0,0.108,1,0,0
566,567,1,0,0,0.122,1,0,0
567,568,1,0,0,0.122,1,0,0
568,569,1,1,0,0.122,1,0,0
569,570,1,0,0,0.122,1,0,0
570,571,1,0,0,0.118,1,0,0
571,572,1,0,0,0.118,1,0,0
572,573,1,1,0,0.115,1,0,0
573,574,1,1,0,0.115,1,0,0
574,575,1,1,0,0.115,1,0,0
575,576,1,1,0,0.115,1,0,0
576,577,1,0,0,0.115,1,0,0
577,578,1,0,0,0.115,1,0,0
578,579,1,1,1,0.082999997,1,0,0
579,580,1,1,1,0.082999997,1,0,0
580,581,1,0,0,0.045000002,1,0,0
581,582,1,1,0,0.115,1,0,0
582,583,1,1,0,0.115,1,0,0
583,584,1,1,0,0.015,1,0,0
584,585,1,1,0,0.115,1,0,0
585,586,1,1,0,0.122,1,0,0
586,587,1,1,0,0.115,1,0,0
587,588,1,1,0,0.122,1,0,0
588,589,1,0,0,0.103,1,0,0
589,590,1,0,0,0.125,1,0,0
590,591,1,0,0,0.125,1,0,0
591,592,1,0,0,0.125,1,0,0
592,593,1,0,0,0.125,1,0,0
593,594,1,0,0,0.103,1,0,0
594,595,1,0,0,0.103,1,0,0
595,596,1,0,0,0.108,1,0,0
596,597,1,0,0,0.108,1,0,0
597,598,1,0,0,0.103,1,0,0
598,599,1,0,0,0.103,1,0,0
599,600,1,0,0,0.103,1,0,0
600,601,1,0,0,0.103,1,0,0
601,602,1,0,0,0.103,1,0,0
602,603,1,0,0,0.115,1,0,0
603,604,1,0,0,0.115,1,0,0
604,605,1,0,0,0.115,1,0,0
605,606,1,0,0,0.115,1,0,0
606,607,1,1,0,0.115,1,0,0
607,608,1,1,1,0.115,1,0,0
608,609,1,1,1,0.115,1,0,0
609,610,1,1,1,0.041999999,1,0,0
610,611,1,0,0,0.108,1,0,0
611,612,1,1,0,0.108,1,0,0
612,613,1,0,0,0.108,1,0,0
613,614,1,1,0,0.122,1,0,0
614,615,1,1,0,0.022,1,0,0
615,616,1,1,0,0.122,1,0,0
616,617,1,0,0,0.122,1,0,0
617,618,1,0,0,0.122,1,0,0
618,619,1,0,0,0.115,1,0,0
619,620,1,1,0,0.115,1,0,0
620,621,1,0,0,0.115,1,0,0
621,622,1,0,0,0.122,1,0,0
622,623,1,0,0,0.122,1,0,0
623,624,1,0,0,0.122,1,0,0
624,625,1,0,0,0.057999998,1,0,0
625,626,1,0,0,0.055,1,0,0
626,627,1,0,0,0.055,1,0,0
627,628,1,0,0,0.122,1,0,0
628,629,1,0,0,0.122,1,0,0
629,630,1,0,0,0.122,1,0,0
630,631,1,0,0,0.122,1,0,0
631,632,1,0,0,0.11,1,0,0
632,633,1,0,0,0.11,1,0,0
633,634,1,0,0,0.11,1,0,0
634,635,1,0,0,0.103,1,0,0
635,636,1,1,0,0.103,1,0,0
636,637,1,0,0,0.108,1,0,0
637,638,1,0,0,0.115,1,0,0
638,639,1,1,0,0.055,1,0,0
639,640,1,1,0,0.055,1,0,0
640,641,1,1,0,0.108,1,0,0
641,642,1,1,0,0.041999999,1,0,0
642,643,1,1,0,-0.012,1,0,0
643,644,1,0,0,0.056000002,1,0,0
644,645,1,0,0,0.056000002,1,0,0
645,646,1,0,0,0.056000002,1,0,0
646,647,1,1,0,0.055,1,0,0
647,648,1,0,0,0.082999997,1,0,0
648,649,1,0,0,0.082999997,1,0,0
649,650,1,1,1,0.082999997,1,0,0
650,651,1,1,1,0.082999997,1,0,0
651,652,1,0,0,0.132,1,0,0
652,653,1,0,0,0.132,1,0,0
653,654,1,0,0,0.132,1,0,0
654,655,1,1,1,0.082999997,1,0,0
655,656,1,1,1,0.082999997,1,0,0
656,657,1,1,1,0.082999997,1,0,0
657,658,1,0,0,0.055,1,0,0
658,659,1,0,0,0.055,1,0,0
659,660,1,0,0,0.103,1,0,0
660,661,1,0,1,0.115,1,0,0
661,662,1,1,1,0.008,1,0,0
662,663,1,1,0,0.055,1,0,0
663,664,1,0,0,0.090000004,1,0,0
664,665,1,1,0,0.082999997,1,0,0
665,666,1,0,0,0.108,1,0,0
666,667,1,0,0,0.108,1,0,0
667,668,1,0,0,0.108,1,0,0
668,669,1,0,0,0.108,1,0,0
669,670,1,0,0,0.108,1,0,0
670,671,1,0,0,0.103,1,0,0
671,672,1,0,0,0.103,1,0,0
672,673,1,0,0,0.103,1,0,0
673,674,1,0,0,0.108,1,0,0
674,675,1,0,0,0.108,1,0,0
675,676,1,0,0,0.103,1,0,0
676,677,1,0,0,0.103,1,0,0
677,678,1,0,0,0.103,1,0,0
678,679,1,0,0,0.108,1,0,0
679,680,1,0,0,0.103,1,0,0
680,681,1,0,0,0.103,1,0,0
681,682,1,0,0,0.103,1,0,0
682,683,1,0,0,0.108,1,0,0
683,684,1,0,0,0.108,1,0,0
684,685,1,0,0,0.103,1,0,0
685,686,1,0,0,0.103,1,0,0
686,687,1,0,0,0.103,1,0,0
687,688,1,0,0,0.115,1,0,0
688,689,1,0,0,0.115,1,0,0
689,690,1,0,0,0.115,1,0,0
